,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSs,GU,VISC,AUDd,AUDp,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,PTLp,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUBd,SUBv,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,VAL,VM,VPL,VPM,VPMpc,SPFm,SPFp,SPA,PP,MGd,MGv,MGm,LGd,LP,PO,POL,AV,AMd,AMv,AD,LD,IMD,MD,SMT,PVT,PT,RE,RH,CM,CL,PF,RT,LGv,MH,LH,PVH,ARH,DMH,MEPO,MPO,PVp,PVpo,SBPV,AHN,MM,SUM,MPN,PMd,VMH,PH,LHA,LPO,RCH,STN,TU,SCs,ICc,ICd,ICe,SNr,VTA,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,CUN,RN,SNc,PPN,IPN,CLI,DR,NLL,PSV,PB,SOC,PCG,PG,PRNc,SUT,TRN,V,CS,NI,PRNr,DCO,VCO,NTS,SPVC,SPVI,SPVO,VII,AMB,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,LAV,MV,SPIV,SUV,XII,RM,CENT,CUL,PYR,NOD,SIM,AN,PRM,PFL,FL,FN,IP,DN
MOB,2288.285384,4305.955179,4090.919823,4710.626285,6319.661779,5812.379031,4400.284082,5407.691282,6921.885581,5969.505842,4155.342946,5753.857402,7991.949074,7939.812655,7554.841163,8536.465896,8531.485803,9313.464715,9098.385846,9638.723982,9558.405986,4669.649344,5040.33729,3098.487534,2962.368141,2363.92153,2452.677109,2226.825094,3070.626972,5697.532361,3365.820851,8945.320005,8445.597966,8276.510436,7895.607956,8572.995393,7920.424547,8830.911618,0.0,1501.87383,1887.624168,2598.19649,2797.878661,5347.312409,5673.898572,5924.683536,7295.332412,7029.580357,8009.525579,8043.864121,7108.533604,7459.306268,7724.109981,8854.765666,9230.757011,8888.827257,8955.898894,8825.354101,8170.564546,8647.181622,4296.292006,4711.75392,6497.547614,6830.12628,6747.592163,6474.179485,7221.885142,4612.008781,3443.10906,4812.029198,3919.422789,4631.212044,3649.828763,4355.599844,4933.621895,5284.943235,5974.267738,6078.239877,6309.169914,5221.70949,5694.020987,4555.628387,4827.331043,3991.71016,4076.916727,4854.7657,4595.310109,5785.812389,6012.694903,6121.835917,6262.78692,6532.323476,6555.198319,7225.346012,6738.184103,7748.023942,7738.297616,7716.419182,7580.402364,7111.829933,6883.222356,6609.746591,7552.85542,5246.24866,5253.68918,5306.835215,5338.187895,6081.580798,6317.732979,5942.958018,5838.236035,5476.883238,4973.240895,5497.101509,5803.339556,5886.106523,6208.159953,6665.255059,5566.697854,7087.3567,6287.437872,6407.027392,5208.406666,6458.81181,6320.403468,4419.488093,4618.847259,6926.624358,4892.979665,5504.373261,5413.52473,7340.001703,7058.859681,4917.189238,6853.967829,6196.067301,6801.654211,5928.163712,4555.765578,5771.644047,6535.910419,6222.840991,8893.431565,10062.5854,10329.41794,9522.243696,7712.732979,7366.053896,8306.360515,7975.509388,8450.628675,8640.059317,7227.897343,7322.781234,7627.171822,7130.918594,9374.766664,7835.57592,7643.420373,8929.550661,7856.724827,8236.542054,8954.503057,8865.840344,9612.166769,9477.473292,9364.761075,9900.189392,8253.067612,9537.655634,9581.688265,8663.501024,9576.729609,8775.81905,9759.898821,8814.264008,10563.52806,10060.59765,11439.48753,12211.18852,11305.99951,10543.4814,10300.18204,11419.96607,10928.54634,11543.45052,11175.86686,11945.78901,10660.44089,12058.89195,12079.96792,10854.78005,10708.0869,11206.38769,10695.3553,10377.95139,10531.29266,10927.54547,10207.65644,11763.42318,10083.68112,10316.06756,11047.87876,12032.76776,11141.44851,10587.19746,11515.56013,11820.34792,10526.09852,9822.5824,11003.06775,10746.54014,10716.75091
AOB,831.0385069,2844.841823,2640.312482,3618.096875,5064.706309,4397.939859,3158.025491,4030.198506,5530.201172,4985.290864,3321.708898,4907.774445,6806.017558,6826.877031,6543.317202,7263.306754,7168.812663,8098.225114,7799.759612,8400.781214,8282.738074,3324.718033,3764.721105,1827.908641,1885.470763,1218.605761,1296.14814,1121.104366,2233.13121,4989.363687,2750.79534,7600.205589,7106.950823,6992.138443,6548.663986,7560.629934,7049.556724,7830.589058,1501.87383,0.0,1707.337108,2267.432469,2019.591543,4909.747957,5380.17193,5649.668132,6775.784087,6649.295075,7398.521812,6838.265496,5884.460468,6411.464341,6631.270617,8018.182462,8294.80259,7891.173867,7755.320754,7735.874223,6925.225628,7734.541034,3488.911005,4194.192413,5959.551158,6083.58447,6111.106692,5959.288968,6619.101147,3586.084215,3152.479183,4383.349176,4062.173064,3488.911005,2831.40866,3565.897503,3893.905494,4907.010291,5336.314271,5574.327314,5767.148342,4384.133324,4931.911394,4210.774869,4639.100128,3383.323071,3996.326438,3832.835113,3960.271455,4892.468702,5261.950684,5181.819179,5300.058962,5697.532361,5798.706752,6317.238321,5864.831626,6834.745789,6676.591571,6710.532766,6600.047348,6004.269314,5734.38096,5576.905504,6543.603747,4207.433897,4375.0,4495.06674,4253.454478,4926.078562,5376.511415,4964.687805,5088.528766,4518.088645,4140.652123,4855.151903,5033.078084,5047.957508,5133.89472,5698.025974,4635.865615,6095.59267,5176.026468,5318.423169,4698.470496,6164.059133,5801.346826,4070.780024,4370.712185,6506.823342,4591.636419,5153.882032,5036.181589,6791.262769,6443.649975,4668.042952,6328.210648,5831.541391,6150.4573,5401.735832,4229.139983,5533.421184,5838.557185,5878.615909,7641.907484,8886.154962,9100.3434,8372.350327,6950.314741,6651.362642,7422.179599,7026.067535,7289.461571,7580.649708,6153.708232,6215.504807,6459.731032,6079.113833,8350.187124,6982.254292,6849.908759,8028.464984,7190.358127,7425.883786,7994.52938,7987.098973,8844.878462,8520.74674,8775.854659,9005.657944,7700.405833,8815.256661,8693.496132,8032.550965,8774.857549,8035.42936,8931.615195,8074.225969,9691.68458,9283.520345,10612.08038,11404.60433,10529.54178,9794.418053,9661.101128,10756.50966,10244.63274,10973.91794,10442.97012,11306.35883,10076.86087,11258.71884,11362.93316,10098.17434,9939.567395,10603.12454,9886.986396,9517.680915,9670.509294,10066.06303,9297.345051,10984.76217,9463.944738,9261.850517,9920.118447,11031.34738,10225.15281,9448.114891,10440.60583,10850.40322,9700.161081,8957.050296,10009.52671,9760.891353,9768.220155
AON,2282.679347,3363.870539,3289.946808,3440.657641,4943.303551,4594.221915,3258.162826,4205.05648,5602.733708,4486.15927,2789.489201,4225.961429,6430.153575,6364.452058,5947.688627,7012.533422,7114.905129,7698.295266,7556.371484,8017.208055,7984.907639,3683.239064,3833.487316,2435.415776,1801.388353,1309.580085,1858.76303,1267.625733,1803.295594,4087.327978,1857.922227,7513.196723,7041.217934,6809.919236,6462.584622,6881.542342,6200.504012,7108.489643,1887.624168,1707.337108,0.0,1159.202312,1444.385683,3636.70524,3857.946345,4138.387367,5434.036253,5217.818031,6184.708966,6416.531384,5507.438152,5715.056868,5985.503321,7068.150395,7404.812624,7081.534085,7295.203904,7070.802642,6573.146126,6829.211155,2718.915225,3013.926011,4691.881286,5033.388521,4918.65073,4626.621337,5343.453939,2945.335295,1589.221508,2975.945228,2362.99598,3170.567772,2044.963325,2620.233768,3364.892272,3446.556252,4124.166582,4239.767093,4432.268042,3400.091911,3832.264344,2700.115738,3039.531214,2347.738273,2404.293035,3312.570754,2744.3123,3982.304609,4183.374834,4312.047078,4462.412464,4719.308742,4768.123321,5391.892061,5006.620617,5907.72799,5975.104602,5920.198476,5771.752334,5392.471604,5213.5041,4859.205182,5763.787817,3555.62934,3498.660458,3505.442197,3716.433102,4440.861403,4647.243807,4245.070671,4048.533685,3868.543007,3274.904579,3734.63519,4062.249992,4145.102532,4520.716204,4925.69792,3762.811449,5301.768573,4736.955773,4779.44819,3452.987837,4705.116895,4510.335353,2737.471461,2859.742121,5140.403681,3193.450328,3755.995208,3613.602773,5523.698942,5228.587285,3186.004551,5026.803159,4400.213063,4999.062412,4060.634187,2730.956792,4010.143389,4653.627617,4399.218681,7349.064566,8401.115997,8752.928082,7820.8855,5837.968397,5524.547493,6464.421861,6179.654117,6800.459543,6933.884193,5504.600349,5705.479822,5971.233122,5428.915638,7595.26991,6019.291902,5777.434552,7094.62825,6038.729171,6445.63806,7211.275893,7009.36873,7730.580509,7655.104506,7489.868156,8093.013963,6403.612262,7682.854287,7735.106657,6823.9926,7707.50446,6958.852276,7942.055779,6957.594771,8698.63495,8181.457694,9592.379788,10334.89236,9425.696261,8661.011777,8423.590387,9543.715209,9076.756028,9694.167061,9306.617269,10070.56354,8813.093952,10191.23398,10218.05999,8983.630947,8870.738413,9333.608627,8869.751969,8526.062984,8696.335435,9076.101861,8367.085813,9926.479739,8254.014175,8575.364424,9327.848091,10255.63869,9325.837764,8854.765666,9733.511699,9984.174978,8677.449222,7964.68769,9211.846992,8929.445671,8875.422525
TT,2581.302966,3321.426651,3108.456208,3889.167649,5068.407048,4383.277883,3641.170828,4268.928437,5408.84692,4812.288956,3388.768213,4606.652798,6411.951731,6430.49376,6080.193254,6878.453678,6721.2815,7516.14928,7253.964433,7731.631458,7533.010686,3204.293994,3247.787709,2128.673296,1386.993151,1790.600458,1688.564479,1439.83506,2538.331145,4447.33066,2541.775954,7036.02338,6520.448604,6226.254894,6248.899903,6874.727267,6269.270292,7054.65272,2598.19649,2267.432469,1159.202312,0.0,782.6237921,3922.770067,3735.304539,4112.936907,5250.357131,5148.60418,6131.730995,6196.016866,5248.868926,5525.904903,5666.678922,7019.170179,7134.861596,6748.842493,6875.590884,6715.001862,6163.805643,6627.829584,3147.816704,3373.796082,4734.448226,5045.418714,4888.315149,4537.964852,5095.708979,2970.900537,1473.30411,3017.449254,2479.163165,2574.635897,1299.278646,1923.70086,2672.311733,3382.122115,4056.014053,4201.562209,4206.691099,3283.766892,3623.016699,2476.514688,2884.874347,1419.727086,1902.136956,2574.271742,2212.747161,3448.18793,3553.607322,4012.947794,4069.167605,4087.863134,4026.00919,4924.809641,4236.596511,5519.624081,5590.002236,5569.784556,5358.462933,5066.803726,4765.697745,4362.123909,5305.186142,3040.353598,2850.548193,2890.17733,3133.388741,4014.504951,3864.663633,3561.863978,3328.00616,3071.949707,2498.249387,2937.047838,3267.740045,3391.257142,3963.347701,4265.413227,3494.638751,5064.582905,4022.592448,4118.327937,2651.532576,4042.508503,3808.62508,1888.451747,2277.745596,4438.045741,2410.005187,3024.276773,2983.810483,4821.436508,4547.045744,2524.009707,4363.055122,3771.355857,4257.126378,3556.156633,2268.947994,3450.181155,4229.952718,3905.844979,6769.139532,7821.684601,8129.191227,7304.022864,5357.996361,4877.307146,5930.746159,5579.594519,6215.605361,6264.982043,4967.204948,5013.855802,5467.346248,4795.896684,7026.868079,5371.277781,5272.926133,6533.280187,5320.126878,5707.45127,6483.729637,6553.243472,7278.950817,7120.086025,6970.069942,7419.273886,5790.40154,7052.747692,7192.052906,6153.911358,7179.267024,6241.043583,7250.344819,6345.71706,8271.184921,7822.084121,8962.909684,9823.886705,8930.985388,8173.929594,7884.359517,8991.17623,8426.817311,9067.834637,8720.987616,9519.125485,8174.082517,9619.966216,9596.874491,8416.761551,8193.51878,8788.842358,8178.401433,7954.322724,8061.327434,8495.329599,7813.889876,9245.336662,7556.454195,7928.942237,8755.498273,9593.519948,8676.909012,8424.109745,9338.562523,9527.985097,8449.445248,7642.970627,8588.691693,8395.608971,8439.083185
DP,2091.799465,2570.384213,2331.308645,3460.220369,4522.582227,3669.894413,3106.545509,3611.959302,4743.745883,4469.409916,3143.843189,4363.628078,5940.801714,6013.838209,5736.83275,6342.36746,6095.951525,7037.400088,6700.932771,7237.791445,6999.732138,2442.334948,2540.792199,1416.421547,613.3922073,1383.383533,1117.474832,981.3893213,2306.106025,4310.88738,2464.878293,6425.972689,5901.800573,5648.340464,5639.259703,6546.516249,6041.833331,6740.5953,2797.878661,2019.591543,1444.385683,782.6237921,0.0,4001.952648,3976.807765,4349.28155,5312.367645,5301.473852,6111.515769,5711.446839,4730.816526,5166.780913,5272.214905,6831.087029,6885.219677,6448.400965,6402.831405,6337.684909,5639.148872,6390.275816,2936.196519,3391.902121,4763.139721,4916.680791,4849.033409,4598.980865,5099.387218,2575.606725,1817.450137,3151.586902,3029.232576,1954.80178,904.5026258,1686.156873,2174.568923,3560.723241,4020.10572,4268.562404,4259.548098,3071.746246,3487.298381,2722.246315,3233.419243,1385.866155,2422.937267,2078.911975,2190.034246,3181.587654,3426.459543,3723.405699,3758.407242,3889.167649,3892.460661,4679.342903,3991.083813,5277.902045,5220.93143,5249.285666,5056.740551,4648.117899,4296.146529,3988.499091,4976.193324,2601.201645,2566.734306,2685.260695,2640.667529,3513.723097,3537.742925,3197.948561,3191.88424,2685.493437,2233.550984,2898.922214,3101.310207,3161.585836,3530.315142,3940.33628,3200.781155,4747.89427,3530.757709,3664.440612,2748.294926,4304.866432,3892.059224,2171.692888,2637.351892,4597.417753,2713.04718,3264.008272,3204.001404,4875.576889,4547.32064,2870.213407,4439.17222,3985.363848,4222.040384,3637.478522,2555.508756,3769.449562,4161.730409,4131.963819,6235.884059,7374.533884,7632.741971,6878.135649,5241.958127,4795.375376,5716.970352,5302.534771,5757.929315,5894.276885,4567.890651,4567.41174,4994.684675,4405.465356,6704.243059,5173.550522,5130.180309,6310.209981,5277.191488,5543.690107,6199.294315,6350.0,7167.504796,6856.611773,6993.345051,7203.514767,5841.981684,6974.327925,6985.028633,6143.33989,7041.084789,6141.101286,7086.2543,6251.449832,8082.697569,7702.1101,8810.150396,9690.781702,8817.879564,8079.333203,7871.030746,8960.95698,8379.662881,9103.330435,8639.625281,9506.247945,8199.88567,9490.982562,9527.985097,8317.263673,8081.228248,8801.349328,8034.534834,7773.432318,7878.610284,8315.835797,7592.883181,9128.184376,7553.972465,7585.388916,8361.145256,9305.274042,8452.736243,8021.572477,8995.207057,9269.573884,8287.37745,7453.354949,8302.89859,8118.112465,8191.802305
PIR,5164.058481,4600.679298,4993.558351,2904.091941,3779.136806,4753.551304,3446.918914,4137.405588,5044.179814,2495.746381,2241.23292,1907.386956,4365.632829,4015.205474,3333.635403,5256.186831,6233.87921,5589.331355,6007.755404,6078.548346,6565.582609,5147.147268,4878.396253,4970.60107,4199.77678,3825.980267,4787.026739,4167.883156,2875.108694,1272.055423,2225.702136,6661.456297,6435.982831,6174.595128,5327.112257,4089.162506,3098.689239,4272.440754,5347.312409,4909.747957,3636.70524,3922.770067,4001.952648,0.0,1602.537051,1447.627369,2414.150989,2063.673908,2801.115849,4602.037592,4151.054083,3480.840416,4047.298482,3863.369643,4650.336009,4633.977773,5618.774333,4919.921239,5248.392611,3992.806031,1805.027701,742.041104,1305.995789,1904.107402,1702.571584,1575.991751,2513.588073,2386.550858,2522.151859,1086.565691,2508.610173,4006.011108,3571.939249,3211.697371,3883.056142,1249.749975,1331.587399,1209.855363,1865.643321,1829.617446,1848.140958,1926.136028,1924.35054,3589.394099,3037.680036,3985.128605,2585.657557,3047.642532,3169.581991,2625.952208,2979.723142,3538.537834,3854.623847,3529.252754,4277.484658,3667.509373,4088.856808,3806.983714,3793.909593,3738.733074,4093.134496,3647.087879,3986.931778,3331.384847,3262.66762,3027.994386,3719.374947,3723.825318,4294.036562,3836.502313,3426.550744,4092.218225,3543.744489,3482.904679,3727.096725,3721.054958,3821.485313,4028.104393,2405.85224,3121.397924,4643.611203,4346.694146,3375.83323,3661.113219,3477.247475,3437.022694,2881.405907,3917.508775,3403.674485,3363.127265,2962.262649,4099.618885,3820.503893,3126.099806,3637.736247,3286.90584,3909.123943,2605.163143,2492.23795,3077.031849,2656.242647,2864.437117,6364.89395,6876.545281,7540.929982,6112.845082,3643.315797,3935.733731,4438.679421,4563.030791,5579.594519,5640.312491,4249.852939,5042.134964,4772.185034,4454.63242,5727.019295,4438.045741,3710.20552,5050.309396,4538.378014,5031.463505,5833.791649,4639.841053,5116.761671,5532.065618,5040.95725,6248.099711,4439.242616,5579.930555,5509.877494,4968.022746,5339.826776,5293.510178,6098.616646,4917.824722,6031.220855,5304.773793,7357.351765,7690.94435,6776.844767,6035.002071,5929.270613,7000.223211,6871.726493,7368.938187,6897.010222,7488.866737,6595.547741,7715.123136,7844.623955,6557.533835,6813.635227,6782.468209,6892.251084,6249.64999,6599.857953,6771.632004,6120.355382,7796.032645,6288.33245,6879.952761,7489.117104,8310.009025,7281.011262,6727.833975,7264.769439,7420.958496,5562.598314,5126.707033,7224.005122,6688.656442,6323.962365
NLOT,5654.036169,5167.869484,5406.015168,4091.225367,4737.219649,5256.008467,4467.731527,4942.544891,5591.790858,3765.05312,3474.010651,3292.605351,5098.100136,4859.912551,4270.09953,5834.220171,6486.379961,6030.339957,6329.494451,6362.045662,6637.299903,5317.424188,4928.044744,5177.716678,4323.048693,4334.310787,4993.620931,4482.814406,3770.361389,2709.935424,3132.590781,6782.376059,6506.439118,6118.925559,5831.273446,4706.046642,3790.283631,4772.381481,5673.898572,5380.17193,3857.946345,3735.304539,3976.807765,1602.537051,0.0,470.3721931,1815.557766,1471.606265,2805.46342,4999.312453,4518.641942,3810.921804,4173.278088,4189.12282,4622.904931,4578.960035,5667.781753,4944.314917,5379.126323,4088.168906,2916.118996,1973.575436,1578.76534,2414.798128,1891.593244,1220.911545,1935.523185,3020.140725,2334.121891,1119.151464,2075.150597,3990.457367,3402.297018,2875.0,3683.917752,557.8978401,1442.653805,1034.710104,1123.053872,2155.951066,1819.684039,1266.145726,948.6832981,3098.084085,2202.980935,3749.916666,2093.143569,2687.47093,2425.0,2667.161412,2876.738605,2880.646629,2980.562028,3154.956418,3565.284,3414.857244,4061.480641,3765.634077,3609.795701,3891.015292,4108.755894,3464.191825,3773.923688,3250.961396,2860.17919,2541.775954,3607.717422,3811.003805,3726.677475,3437.568181,2657.654041,3658.124519,3057.98136,2590.608037,2968.269698,3072.153154,3647.687624,3554.398683,2525.866188,3306.433123,4357.895134,4067.324059,2378.681357,2147.527648,2239.000893,2562.469512,1858.258593,2502.748489,2301.765627,2085.965005,1715.553846,2844.951669,2685.726159,1962.300945,2369.862865,1846.787752,2831.187913,1474.36427,1615.742863,1587.057025,1953.202498,1367.707937,6258.494228,6651.409625,7324.872013,5947.37337,2964.055499,2984.64822,3890.533382,4044.363362,5368.076937,5187.725899,4033.066451,4695.077209,4701.263128,4099.1615,5326.056233,3713.236459,3055.118656,4482.605269,3449.094084,4148.795006,5169.50191,4193.745343,4508.394947,5078.200961,4060.403305,5527.940394,3254.420071,4660.069742,4943.493198,3862.398866,4666.034183,4311.394786,5266.402947,4034.615843,5619.163639,4875.705077,6601.041584,7074.514118,6137.181764,5359.629185,5025.497488,6138.505518,5904.765025,6310.556632,6072.736204,6612.015578,5513.902883,7004.908993,6970.832088,5783.327329,5920.620744,5853.738122,6036.244694,5604.574025,5876.010551,6118.465902,5570.177286,6922.156456,5177.113095,6408.24664,7195.918982,7736.480143,6615.417598,6656.434857,7160.394542,7089.076103,5452.350411,4893.618293,6692.019501,6266.2788,6000.260411
COAa,5938.48676,5431.908044,5711.282693,4160.153242,4800.130207,5488.909272,4601.29058,5109.672201,5762.974492,3715.087482,3528.809998,3203.513696,5082.629733,4790.224421,4157.974266,5869.891396,6660.189562,6030.236314,6419.209453,6402.099265,6769.693494,5662.486203,5280.802496,5526.413846,4678.541439,4600.135868,5334.674311,4792.246342,3926.592034,2579.728668,3263.529531,6973.207655,6731.363161,6360.719299,5951.36539,4584.825515,3610.228525,4652.082867,5924.683536,5649.668132,4138.387367,4112.936907,4349.28155,1447.627369,470.3721931,0.0,1668.831927,1158.393284,2548.89682,5064.397792,4655.708861,3845.208057,4266.438796,3995.935435,4561.797891,4587.278605,5780.246535,4996.248593,5533.195279,4008.50658,3000.624935,1971.991379,1337.441588,2282.268608,1734.034313,1084.838698,1892.419087,3220.830638,2674.298974,1319.564322,2304.886114,4351.292911,3798.437179,3283.766892,4062.788451,817.7713617,1463.728117,933.7424698,1220.143434,2352.790896,2013.082214,1664.51945,1319.564322,3534.915133,2614.502821,4139.5199,2507.987241,3009.360397,2785.116694,2855.696062,3098.689239,3191.100907,3335.228628,3328.851153,3910.083119,3501.42828,4179.488605,3853.731957,3736.559246,4030.663717,4324.710973,3708.183518,3932.079602,3580.328197,3240.852511,2925.213667,3948.496549,4066.171418,4091.836385,3788.221878,3051.536498,4052.853933,3472.931039,3027.994386,3375.0,3458.052197,3940.891397,3860.861303,2754.314797,3378.054174,4700.531885,4387.126052,2840.224463,2507.114876,2625.238084,3025.309901,2314.762407,2829.08996,2770.040613,2542.390607,2176.723455,3129.896164,2986.113695,2425.515409,2687.47093,2235.648675,3175.984099,1857.75402,2064.430914,2001.24961,2171.692888,1717.738339,6467.321702,6799.356587,7506.497186,6071.964262,3087.57591,3238.151479,4021.660105,4242.714343,5571.691844,5405.668321,4259.327999,4987.359021,4904.908256,4371.141155,5451.66259,3936.765805,3204.293994,4598.641104,3700.844498,4393.318791,5389.68923,4243.671759,4496.178933,5164.966118,4079.292218,5669.270235,3407.161575,4763.402146,5016.036782,4029.34548,4712.549734,4509.642447,5413.755628,4164.507774,5583.121887,4790.224421,6656.387909,7036.423097,6102.356102,5334.967198,5026.989656,6120.968061,5966.887799,6330.728631,6091.951658,6579.893616,5567.483722,7005.355094,6990.08226,5802.639486,6017.578417,5829.558302,6148.272115,5659.946996,5966.049782,6163.045108,5630.108791,6995.087562,5293.03788,6552.337369,7297.859275,7833.382092,6706.899433,6699.113747,7140.465671,7063.904728,5293.214997,4817.027091,6788.363205,6315.556191,5984.824559
COAp,6898.414673,5871.168964,6215.203134,4635.393727,4624.256697,5454.871676,5104.59352,5226.495001,5394.615371,3761.233175,4322.904116,3423.813663,4283.762949,4016.683956,3488.015195,4981.779301,5885.628683,4895.278337,5410.753182,5213.62398,5673.733339,6006.142689,5493.803327,6299.10708,5525.961455,5616.827396,6269.86842,5812.755371,4944.251713,2930.017065,4366.706425,6127.244487,6001.562297,5617.940014,5276.007013,3486.49179,2655.418988,3436.113357,7295.332412,6775.784087,5434.036253,5250.357131,5312.367645,2414.150989,1815.557766,1668.831927,0.0,791.7543811,1196.609794,4147.36362,4025.310547,2919.439158,3274.522866,2634.862425,3038.91428,3176.967894,4652.284385,3720.551034,4639.100128,2574.028943,3772.432902,2973.003532,1213.981054,1634.395913,1098.578627,872.8545125,498.7484336,3664.184766,3935.971926,2496.247183,3886.19351,4684.148802,4572.266943,3876.290108,4312.047078,2041.139388,1530.522787,1283.306277,1054.158432,2637.825809,2059.732992,2850.109647,2726.948844,4314.293105,3855.920772,4428.388533,3189.827582,2892.447061,2644.215385,2504.99501,2673.363986,2728.667257,2978.464369,2394.525005,3470.770808,2294.558781,3153.668499,2757.943074,2682.6992,3275.858666,3723.32177,3161.19044,2944.698626,3683.239064,3414.033538,3114.783299,4011.623736,3790.283631,3830.877837,3624.310279,3033.459246,4130.450944,3797.202918,3269.747697,3384.246593,3380.920733,3618.442344,3365.820851,2740.665977,2528.092166,4451.965858,4044.363362,3328.193955,2733.244409,2584.932301,3891.336531,3342.99641,2641.259169,3566.59852,3101.007901,2793.854864,2563.932526,2436.570336,3326.50342,2335.058886,2487.091675,2777.026287,2024.536984,3115.58582,2680.485031,1606.626901,2034.238187,5534.776418,5561.811755,6360.227983,4823.510133,1860.275517,2424.484481,2744.3123,3186.789136,4597.961505,4361.335805,3506.690035,4365.919147,4094.890108,3711.721299,4121.362032,2937.792539,2052.437575,3233.032632,2849.342029,3413.39274,4283.252269,2762.924176,2891.0422,3727.851258,2678.735709,4313.713597,2384.585918,3394.849039,3531.023223,2919.439158,3187.181357,3389.229263,4090.079461,2858.430513,3942.873318,3125.099998,5137.363137,5414.217395,4486.50755,3733.212424,3550.088027,4612.347558,4554.805155,4982.030209,4569.669025,5086.747487,4249.338184,5425.403211,5491.925892,4259.768186,4604.752979,4375.071428,4744.338732,4130.375286,4497.638269,4613.634684,4108.299527,5535.228089,4052.931038,5213.5041,5890.352281,6349.163331,5225.657853,5266.936966,5573.037771,5432.195689,3658.637041,3180.998271,5319.010716,4779.513574,4374.428534
PAA,6863.035043,6060.424903,6400.634734,4665.297418,4930.834108,5830.20154,5173.731729,5490.958477,5869.625201,3867.815921,4200.223208,3417.875802,4776.897529,4444.167526,3825.980267,5557.539923,6525.239459,5531.105224,6076.85157,5903.388857,6400.634734,6281.172263,5824.946352,6381.271425,5568.493962,5536.752207,6270.017943,5753.80309,4794.397772,2827.874644,4158.274883,6803.951058,6655.308032,6283.95775,5838.075453,3982.932337,3019.623321,3977.43636,7029.580357,6649.295075,5217.818031,5148.60418,5301.473852,2063.673908,1471.606265,1158.393284,791.7543811,0.0,1545.153714,4760.908527,4579.71069,3511.943906,3941.049987,3128.398152,3751.916177,3923.48697,5378.719643,4456.105362,5309.955273,3247.114103,3679.079369,2719.030158,1098.009563,1923.050961,1324.76413,877.4964387,1240.211675,3791.849812,3743.661309,2268.947994,3460.762199,4956.372161,4650.671994,4028.802552,4620.944168,1786.232068,1645.258338,1157.58369,1262.190556,2812.694438,2319.886851,2679.318943,2417.772735,4389.333662,3660.088797,4724.537014,3281.291666,3311.061008,3063.90274,2959.20175,3181.587654,3276.240223,3483.263556,3084.335423,4027.173326,3040.04523,3850.811603,3462.026141,3395.953474,3880.802108,4314.655259,3738.482312,3650.770467,4028.724984,3736.475612,3420.891697,4384.489708,4267.976687,4335.46422,4087.327978,3418.332927,4511.51305,4068.245937,3548.327071,3769.117934,3803.781014,4130.223965,3943.745048,3070.932269,3120.596898,4960.531726,4578.755289,3493.207695,2847.586698,2903.876719,3899.599338,3247.114103,2941.619452,3579.280654,3186.004551,2854.163625,3040.661935,2946.60822,3275.477064,2738.955093,2628.450114,3263.05072,2251.249653,3017.449254,2635.692509,2129.700683,2094.934367,6250.449984,6338.424489,7127.192645,5593.578908,2614.144219,3051.843705,3522.161978,3926.989941,5323.356554,5108.6324,4160.228359,5000.0625,4762.483596,4347.98804,4910.066191,3652.225349,2794.973166,4019.561543,3460.220369,4107.690957,5033.947258,3553.255549,3620.946009,4519.126022,3278.90988,5080.969396,2947.562552,4098.399078,4312.916647,3550.880173,3942.239211,4081.053785,4833.541662,3586.258496,4667.507365,3801.068929,5853.364417,6071.706926,5151.516767,4410.782244,4161.880585,5206.54636,5195.731421,5511.238518,5231.15666,5645.075287,4813.00322,6100.153687,6123.16299,4945.073306,5307.129639,4922.20733,5467.460562,4885.373578,5249.821426,5354.554136,4882.49424,6221.384492,4661.34369,6003.228298,6679.49287,7121.973041,5986.390816,6030.858148,6311.348905,6160.610765,4251.911335,3890.453058,6101.024504,5556.583933,5121.401175
