,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSs,GU,VISC,AUDd,AUDp,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,PTLp,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUBd,SUBv,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,VAL,VM,VPL,VPM,VPMpc,SPFm,SPFp,SPA,PP,MGd,MGv,MGm,LGd,LP,PO,POL,AV,AMd,AMv,AD,LD,IMD,MD,SMT,PVT,PT,RE,RH,CM,CL,PF,RT,LGv,MH,LH,PVH,ARH,DMH,MEPO,MPO,PVp,PVpo,SBPV,AHN,MM,SUM,MPN,PMd,VMH,PH,LHA,LPO,RCH,STN,TU,SCs,ICc,ICd,ICe,SNr,VTA,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,CUN,RN,SNc,PPN,IPN,CLI,DR,NLL,PSV,PB,SOC,PCG,PG,PRNc,SUT,TRN,V,CS,NI,PRNr,DCO,VCO,NTS,SPVC,SPVI,SPVO,VII,AMB,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,LAV,MV,SPIV,SUV,XII,RM,CENT,CUL,PYR,NOD,SIM,AN,PRM,PFL,FL,FN,IP,DN
NLL,8343.410574,7060.718802,7013.068159,7647.957244,6991.557409,6262.687123,7614.706166,6969.083512,6207.354509,7330.84238,7729.205975,7379.066675,6556.199356,6858.343459,6927.707052,6350.787353,5501.931479,6178.844957,5716.697036,5768.123612,4987.672303,6166.897518,5504.657119,7098.723477,6687.908866,7640.557898,7389.900202,7459.976542,7836.533034,7213.2257,7597.943801,5170.589908,4919.031917,4341.730646,6054.595362,6529.835373,6595.216069,6340.83985,9312.961398,8559.242081,7679.884439,6733.173472,6593.794431,6915.562161,5842.142158,6148.424595,5345.617364,5972.541335,6028.16307,5523.47264,5297.75896,5284.056207,4726.851489,6281.172263,5115.96765,4675.066844,4640.6492,4663.488501,4742.16459,5329.399591,7165.760602,6994.149341,6169.126762,6002.551541,5844.334864,5681.219059,4969.720817,6229.817413,6467.514979,6215.957287,7033.891171,5317.718026,5777.867254,5151.698749,4818.518963,5942.800266,5676.761841,5862.27345,5171.617252,5631.385265,5239.095819,5828.807768,6032.049817,5349.649521,5971.808771,4828.949161,5162.666462,4309.944895,3898.557426,4864.989722,4515.667171,3528.63288,3173.030885,3870.481236,2968.480251,4171.105968,4343.241877,4440.228035,4108.071324,4744.536331,4389.333662,4091.607264,3925.955298,4817.481188,4458.699362,4456.596235,4701.462538,4748.354978,3377.684118,3921.256176,3818.212933,4133.249327,4513.105915,4016.91735,3702.870508,3715.676251,4177.768543,3441.020924,5142.044827,4984.037018,3911.601334,3844.639125,4367.350455,4164.282651,3697.127263,5145.447017,5376.104538,3544.978843,4881.085945,4443.604955,4644.889665,3058.08355,3166.030638,5084.043666,3489.358824,4225.961429,3063.290714,4449.929775,5487.599657,4819.815868,4293.963787,4616.817085,4152.935709,4023.291563,4250.073529,4064.710937,3705.232786,3029.026246,3319.167817,3046.104069,3620.341835,2816.136538,3775.413885,3318.602869,4064.018947,3413.39274,3349.067034,2763.376558,3578.145469,3159.608362,2513.339412,2081.615959,2147.818661,3825.0,4081.819447,3484.429652,3816.903195,2565.881915,3222.091712,2869.342259,3409.36211,2675.11682,3523.669962,2130.434228,2362.33465,2864.437117,4633.370803,4875.256404,3742.742978,5128.900954,4636.067838,4267.757022,3950.474655,4463.532794,3438.840648,4276.827095,3964.372586,4881.149967,3598.437161,4609.297669,4383.563048,3870.239011,2968.269698,4498.54143,2818.355017,3515.056899,3128.997443,3749.666652,3582.073422,3660.344929,2805.46342,3254.035956,4331.498009,4090.690651,3417.692935,4990.365718,5611.31669,5247.678058,5969.296441,4993.558351,3611.613213,4060.557228,4683.214708
PSV,9239.757843,8019.546434,7996.639919,8405.466971,7783.235189,7236.582412,8441.082573,7868.21136,7135.956488,7973.824365,8413.827904,7965.393901,7207.1579,7448.07022,7467.512973,7060.674543,6405.320054,6766.184301,6454.358992,6371.567703,5723.30761,7183.052972,6515.894029,8027.997882,7548.758176,8451.109395,8266.423047,8284.96379,8569.021239,7732.399369,8259.880447,6074.382685,5885.894155,5315.425665,6903.169562,6969.80093,6983.99957,6738.833356,10047.23221,9391.152751,8374.141747,7449.748318,7395.522294,7338.468846,6142.780315,6406.637183,5513.16606,6112.436094,6180.362044,6220.781703,6095.951525,5874.574453,5371.452318,6519.394144,5376.337043,5065.631747,5323.650064,5187.725899,5552.814602,5644.96457,7826.477496,7515.068197,6486.620846,6408.100343,6184.001536,5978.86904,5206.366295,6977.015838,7057.752829,6689.45065,7447.650636,6238.890126,6574.049361,5912.328222,5715.002187,6336.895928,6114.531871,6210.625975,5510.331206,6264.433334,5796.76634,6314.121079,6417.456661,6082.813905,6454.697902,5729.583318,5805.600744,5032.767628,4529.555718,5520.416651,5206.426318,4195.607822,3829.980418,4443.675281,3776.407023,4642.736262,4981.779301,5005.372114,4689.016421,5464.31606,5222.607108,4864.732778,4567.138054,5653.207054,5235.038204,5175.120772,5589.778618,5611.260999,4267.683798,4776.832109,4503.540274,5029.227078,5308.601511,4671.054485,4445.854811,4493.11974,5037.422456,4256.906154,5827.413663,5572.589165,4897.448315,4777.224613,4953.975676,4368.99588,4115.443475,5731.273855,5852.830512,3751.166485,5383.365583,4876.85862,5080.907891,3300.568133,3541.450974,5534.042374,3798.354907,4521.960305,3567.474597,4874.807689,5988.061038,5107.837116,4740.64869,4868.585524,5032.767628,4635.056634,4953.029376,4664.895497,4036.474328,3451.539512,3727.096725,3665.122781,4445.925101,3586.607032,4572.950361,4282.960425,4902.10414,4273.39151,3806.983714,3308.795098,3970.201506,3483.17384,2807.801631,2593.983423,2794.414071,4081.819447,4025.0,3775.827724,3545.860262,2706.589182,3184.532933,2704.625667,3554.662431,2625.0,3512.922572,2290.605815,2381.438641,2947.986601,4575.887892,4787.875312,3366.377875,4701.196656,4280.916958,3993.353854,3523.581275,3875.725738,2843.193627,3475.359694,3480.930192,4205.948169,2921.793114,4140.048309,3726.090444,3496.873604,2561.493705,3873.790134,2507.239518,3431.471987,3004.371815,3557.474526,3636.70524,3093.743687,2233.550984,3647.344925,4684.682487,4034.460931,3298.863441,5373.837084,5765.739328,5171.677678,5939.328666,5071.119206,3703.629976,4161.279851,4725.0
PB,8661.589057,7165.062805,7179.397607,7689.156326,6812.213297,6172.671626,7674.67426,6903.622238,5936.802591,7259.863979,7875.19841,7373.008206,6168.214896,6510.856318,6669.520223,5853.898274,4986.168369,5588.716311,5109.672201,5102.511636,4285.294622,6337.29043,5661.768717,7428.744847,7057.797107,7965.393901,7773.191108,7833.382092,8086.215122,7265.930773,7867.456705,4593.541662,4438.890627,3895.189341,5632.273076,6148.83119,6366.808463,5933.011461,9799.904336,8935.463055,8132.189127,7247.327093,7030.380502,7121.314836,6199.899193,6466.355233,5469.117845,6168.113569,5975.418395,5100.673975,5025.124377,5026.119278,4404.968785,5978.398615,4679.610026,4223.224479,4040.111385,4150.1506,4276.242509,4991.054498,7330.757123,7213.442313,6285.598619,5975.993641,5899.8411,5851.976162,5065.076505,6364.943048,6922.833596,6528.495232,7547.598956,5551.576353,6184.810021,5534.268244,5080.846386,6269.66905,5824.195223,6059.341961,5390.037106,5783.867651,5394.789153,6250.449984,6482.572792,5838.396612,6545.465988,5119.142995,5551.463771,4494.301948,4192.329305,4898.596738,4543.47059,3712.39478,3497.499107,3801.973172,3193.156745,3982.304609,4041.271458,4177.768543,3899.11849,4527.002319,4219.967417,4054.241606,3708.941898,4989.98998,4744.799785,4759.004623,4866.402675,4719.77224,3598.871351,4103.428445,4171.405638,4424.717505,4881.342029,4479.397281,4084.95716,4027.638886,4210.32956,3516.390195,5249.166601,4822.732628,3987.637145,3883.056142,4893.171262,4754.537307,4178.890403,5719.81206,5923.734042,4090.079461,5478.65175,5024.440267,5165.813102,3492.312987,3533.854128,5662.872504,3925.716495,4755.194528,3467.798293,4825.323823,5974.372352,5377.615643,4471.716673,5079.92372,3561.425276,3201.366896,3415.589261,3352.051611,3698.901864,3238.537479,3086.867344,2830.304754,3120.29646,2317.056322,3602.169485,3176.476035,3742.074959,3317.849454,2715.810192,2726.146548,3562.47807,2776.013328,2802.900284,2107.427342,1643.167673,3484.429652,3775.827724,2925.0,3815.838702,1949.839737,3480.840416,2695.134505,2925.213667,2843.743132,3176.967894,2146.071993,1921.262606,2775.900755,4087.327978,4503.470884,3145.830574,4556.588636,4154.966907,3888.203313,3779.136806,4159.927884,3170.961999,4154.139502,3564.845719,4582.984835,3541.274488,4045.831188,3965.948815,3452.26375,2542.144764,4304.213052,2294.558781,2957.405958,2525.123759,3136.57855,2970.795348,3144.439537,2806.911114,2382.619357,3418.881396,3191.88424,2656.830819,4191.882036,4806.375974,4493.745654,5513.676178,4549.313135,2761.906045,3305.676935,4028.104393
SOC,9105.595807,8036.05158,8056.286365,8110.987918,7682.610234,7384.485426,8235.783205,7851.194177,7336.594919,7609.081745,7982.089325,7498.249796,7133.416082,7261.198248,7148.338968,7177.525688,6858.799093,6871.590063,6767.477373,6611.590202,6206.851053,7338.000409,6677.059607,7986.551196,7387.404822,8173.967825,8126.884397,8043.514468,8172.859047,7167.72279,7771.783901,6637.535311,6447.286251,5867.814755,7130.129732,6692.019501,6517.668295,6463.21321,9663.494451,9145.285671,7936.387717,7088.987939,7149.388086,6618.298497,5296.815081,5521.209107,4671.322083,5183.447212,5417.390977,6273.605423,6140.490616,5674.559454,5314.249712,6025.051867,5101.837904,4923.730801,5607.249772,5216.440357,5826.98464,5287.426122,7373.008206,6888.668231,5734.217471,5825.053648,5498.465695,5201.742497,4456.596235,6672.799263,6503.508668,6012.175147,6679.352514,6215.404251,6330.926078,5631.773699,5665.796502,5584.129296,5477.567891,5459.223846,4772.970773,5835.398444,5300.58959,5651.271981,5639.259703,5775.0,5810.066695,5686.881835,5360.853477,4774.803661,4160.303475,5211.40576,4963.428754,3937.400792,3557.210986,4187.332086,3737.646318,4355.312848,4927.537417,4839.550599,4521.130943,5399.652767,5283.997067,4786.765609,4480.094865,5521.888264,5014.665991,4873.461296,5547.352972,5604.68554,4302.688113,4726.851489,4197.097211,5012.297377,5109.672201,4308.567047,4222.928486,4321.81964,5030.71814,4231.873108,5502.385846,5310.72029,5093.746166,4900.829012,4492.00679,3508.650025,3499.732133,5248.213982,5212.185242,2935.132024,4811.639533,4237.77654,4420.619301,2589.401475,2959.412949,4882.81425,3094.955573,3738.398721,3122.99936,4217.52297,5359.162714,4286.75285,4181.357435,4017.072939,5607.807058,5216.799785,5713.252139,5048.762225,3541.980378,2997.811702,3524.55671,3657.270157,4845.616576,3992.962559,4637.685306,4597.961505,5111.812301,4398.650361,4039.87933,3155.649695,3547.710529,3394.296687,2304.886114,2535.004931,3200.976414,3816.903195,3545.860262,3815.838702,2675.0,2941.194485,2291.287847,2260.25441,3456.244349,1908.04219,3178.148046,2015.099253,2457.895441,2500.374972,4355.312848,4300.145346,3425.09124,4533.900087,3965.318398,3551.144182,2825.442443,3361.733184,2460.436953,2822.786744,3165.142177,3689.34276,2168.09248,4045.522216,3516.212451,3187.965652,2504.246394,3187.47549,2627.02303,3372.128408,3099.798381,3560.459942,3656.244658,3177.066257,1548.78985,4197.692819,5240.467536,4615.530847,3623.361699,5676.982033,5947.478457,5252.02342,5502.896964,4722.155228,4124.696959,4351.867415,4683.14798
PCG,8879.787441,7282.556213,7402.955491,7445.258558,6483.15124,6199.042265,7537.033568,6797.334036,5810.066695,6806.38487,7629.056298,6904.5275,5584.185258,5864.831626,6006.975112,5336.724182,4849.548948,4914.137768,4668.109896,4473.463423,3922.849729,6645.205038,5952.467976,7727.305481,7284.486941,8056.441522,8042.620841,8004.725167,7992.379183,6779.011727,7713.016595,4518.918565,4483.441758,3970.358926,5343.570903,5343.278488,5585.136525,5082.014856,9988.336949,9118.319472,8223.214092,7453.94191,7250.603423,6686.600407,5841.767712,6034.069937,4808.846015,5548.592164,5150.910114,4584.552868,4697.406199,4435.721475,3862.965182,5048.514633,3712.142239,3360.524513,3530.757709,3415.040263,3958.692966,4104.037646,7079.459725,6874.136309,5700.328938,5343.570903,5283.16903,5308.660377,4427.894534,6198.286053,6907.01636,6247.899647,7439.253995,5738.357779,6362.242136,5639.869236,5260.346947,5943.79929,5364.000373,5572.869548,4928.869039,5510.04764,5054.948071,6102.919383,6285.399749,6036.192923,6583.359705,5333.444009,5526.300752,4375.071428,4083.120743,4567.822238,4257.566793,3555.717227,3469.690188,3340.097304,3263.242253,3330.165161,3509.71865,3574.38806,3350.652921,4124.469663,4014.115718,3841.955882,3233.612531,4995.372859,4779.971234,4739.396059,4946.779255,4621.011794,3764.721105,4167.808177,4179.339063,4642.803571,5024.564658,4566.590632,4190.539941,4105.864708,4163.006726,3464.282032,5003.124024,4286.75285,4197.022754,3971.382001,4982.155658,4650.336009,4089.850242,5863.659267,5927.320221,3952.688958,5576.569286,5048.63843,5113.034813,3272.040648,3315.399674,5688.420255,3721.894679,4624.729722,3385.5391,4602.309203,5920.884647,5263.553932,4075.690126,4833.800265,3486.58142,2771.50681,3266.113899,2776.463578,3076.21927,2908.715352,2377.761552,2377.104331,2898.922214,2065.490257,3367.027621,3275.477064,3511.142976,3236.027657,1923.70086,2323.386537,2984.543516,1904.599695,2507.239518,1804.508243,1282.08814,2565.881915,2706.589182,1949.839737,2941.194485,825.0,2947.66857,1749.285568,1860.275517,2268.397011,2106.685786,1584.889586,838.8980868,1981.949798,2926.815676,3385.446795,2070.627924,3441.838172,2997.290443,2745.336956,2767.783409,3119.495151,2215.569904,3316.342111,2481.3051,3579.804464,2707.743526,2972.37279,3001.041486,2323.924482,1498.749479,3314.174105,1219.118534,1781.852968,1352.312834,1971.832904,1829.788239,2226.263686,2069.11817,1692.077126,2745.678423,2436.570336,1603.901493,3374.629609,3817.88554,3397.609454,4385.558687,3466.806888,1804.681412,2238.582141,2903.984332
PG,7903.71748,6903.079023,6943.117095,6891.933691,6614.614501,6367.397428,7026.645715,6746.156313,6420.377715,6453.003177,6713.465945,6308.575513,6257.095972,6347.29273,6163.856342,6419.79361,6224.447767,6243.146242,6170.646238,6092.310727,5779.543667,6291.810153,5646.791124,6838.356893,6190.971249,6920.305268,6941.586634,6811.479281,6887.579401,5960.127935,6474.46909,6112.180462,5865.2046,5287.307916,6327.568648,5872.180174,5574.551551,5697.477512,8421.920802,7910.475649,6664.692416,5861.473791,5934.802019,5368.076937,4040.034035,4297.164763,3597.308021,4083.044207,4484.278091,5470.031993,5213.56404,4733.524057,4457.928331,5252.677888,4505.621489,4290.104894,5054.515308,4592.180854,5127.560336,4536.380716,6102.100048,5609.979946,4571.309987,4720.765298,4366.777988,4018.861779,3363.498922,5438.807314,5209.966411,4718.249146,5409.078018,5084.842672,5111.873433,4397.584564,4533.003971,4303.269106,4254.776727,4239.840799,3548.327071,4590.070806,4061.788399,4346.981711,4352.226442,4555.628387,4550.686761,4558.508528,4076.840075,3583.556195,2925.534139,4056.245185,3834.546909,2789.041054,2386.027033,3176.574413,2706.589182,3450.452869,4080.594319,3958.771906,3613.689251,4445.43305,4339.642842,3750.499967,3590.525728,4358.970635,3812.315569,3640.57001,4427.047549,4550.343394,3275.858666,3631.115531,2976.365233,3916.950344,3916.710993,3068.896381,3040.764706,3163.660854,3980.420832,3208.679635,4297.891925,4299.055129,4146.760784,3926.034895,3233.612531,2264.398375,2199.147562,4008.50658,3935.574926,1647.156641,3564.582725,2968.690789,3127.499001,1303.121253,1700.367607,3618.183246,1795.306381,2450.765187,1885.139252,2918.154382,4063.403746,3024.586749,2968.480251,2743.856775,5143.503184,5016.535159,5572.757396,4685.682981,2555.631038,1865.810816,2788.03246,2886.173938,4282.011794,3520.209511,3741.490345,3819.767663,4328.105821,3509.095325,3699.662147,2286.646015,2559.418879,2894.067207,1221.934941,1829.446638,2878.476159,3222.091712,3184.532933,3480.840416,2291.287847,2947.66857,1325.0,2101.338859,3170.764892,1198.436481,2883.140649,1512.861527,2478.280654,1930.349709,4221.004027,3978.300517,3878.224465,4906.946607,4151.731566,3539.24427,2866.400181,3751.416399,2970.374556,3474.010651,3536.064196,4190.24164,2627.498811,4518.088645,4164.957983,3415.040263,2934.8126,3532.085078,3039.4284,3402.297018,3289.661837,3764.140008,3581.200916,3860.13277,1945.989466,4192.403845,5263.375818,5051.361203,3954.823005,5459.052116,5879.466387,5370.463202,5148.664875,4297.310205,4308.857157,4356.102042,4569.874178
PRNc,8885.170229,7559.348517,7642.847964,7601.891212,6939.965778,6709.880774,7734.258206,7207.76491,6505.286312,7000.089285,7603.494263,6971.056233,6213.292203,6387.145293,6365.286718,6168.974793,5858.754134,5800.26939,5688.200506,5492.381087,5088.528766,6916.691767,6229.466269,7757.294954,7205.336564,7966.610007,7970.68849,7886.380665,7900.7911,6719.049412,7537.240874,5614.378861,5491.86899,4934.255263,6177.529846,5804.631771,5787.108518,5554.840232,9689.620736,9006.213133,7909.922566,7113.411629,7055.184264,6370.930073,5259.574603,5459.452811,4364.988545,5008.118409,4928.361797,5308.719243,5290.321351,4844.326579,4411.136475,5247.439852,4150.376489,3926.034895,4520.716204,4170.506564,4833.800265,4421.962234,7011.552966,6626.320623,5395.426304,5286.480398,5067.913772,4919.984756,4069.628361,6239.541249,6491.244103,5859.4475,6821.7025,5843.104911,6183.445641,5445.066574,5311.485197,5471.345813,5119.631334,5198.196803,4515.736374,5429.203441,4902.869058,5619.497308,5691.05658,5728.001397,5976.725692,5362.718527,5213.024554,4338.274427,3844.313983,4645.226044,4373.356834,3466.266002,3222.867512,3479.493498,3262.763399,3553.95906,4029.267924,3978.457616,3692.729343,4583.462119,4502.638116,4111.569044,3637.048941,5077.585548,4688.683184,4576.707332,5087.484644,4957.128705,3847.401721,4258.080553,3934.621964,4664.627531,4875.640984,4197.246121,3975.550276,3989.360851,4424.081826,3636.189627,5019.773401,4560.77022,4526.933289,4292.289599,4500.138887,3779.054114,3479.403685,5349.357438,5331.392876,3102.92201,4967.519502,4385.416172,4496.248436,2525.0,2754.314797,5044.923191,3043.948915,3873.62879,2915.261566,4097.026361,5393.862253,4491.171896,3794.156692,4100.762124,4580.461221,4057.477665,4596.805956,3903.283874,2916.333314,2553.184286,2627.85559,2772.859535,3836.746669,2973.318853,3834.546909,3836.257942,4209.36456,3654.278315,2895.902277,2398.958107,2891.474537,2360.217151,1925.649241,1762.987521,2149.854646,2869.342259,2704.625667,2695.134505,2260.25441,1749.285568,2101.338859,1375.0,2372.762104,1458.595215,2222.329859,1175.265927,1282.819161,1693.000295,3360.152526,3475.359694,2477.019378,3715.087482,3134.186497,2732.901389,2268.259244,2811.916606,1815.729881,2635.336791,2403.903076,3244.321963,1888.451747,3228.873643,2913.009612,2337.466577,1543.332433,2792.959899,1573.809074,2288.695043,1979.425422,2509.731061,2528.586562,2397.264066,1084.262422,3012.474066,4049.768512,3537.124538,2511.598097,4494.719124,4800.32551,4180.684753,4645.293317,3793.827223,2954.868863,3192.471613,3599.13184
SUT,8858.364691,7422.979523,7447.398875,7829.232082,7015.429424,6475.965179,7853.144275,7150.43705,6253.948753,7354.038006,7957.543591,7424.452842,6340.593426,6637.864868,6746.758481,6095.951525,5372.906569,5788.674287,5411.215205,5341.055607,4630.739682,6627.122302,5945.323793,7643.052401,7219.331687,8101.928783,7949.135173,7975.313473,8183.405465,7271.519786,7921.529208,5012.047985,4867.879415,4316.103567,5940.433486,6202.872319,6357.574223,5971.756442,9889.988625,9086.734837,8191.840453,7313.771257,7149.912587,7055.538605,6054.440519,6307.138812,5285.357131,5968.406404,5816.947223,5308.307169,5251.249851,5123.048409,4546.702102,5911.641058,4648.65572,4258.887766,4300.145346,4279.310692,4571.78849,4963.176906,7394.846178,7195.397835,6176.872186,5931.167676,5808.345289,5723.362211,4912.356868,6477.943346,6917.504969,6471.958745,7453.354949,5756.192318,6295.88159,5619.441698,5260.822179,6171.203286,5765.630928,5952.467976,5270.554999,5825.858306,5392.8193,6188.345902,6371.518657,5903.865259,6477.702139,5299.115492,5568.662317,4570.694696,4197.246121,4966.387017,4629.457312,3746.081286,3500.535673,3832.916644,3294.502997,3987.480407,4171.105968,4255.143946,3968.863187,4686.283175,4437.130266,4198.88378,3813.954641,5141.862503,4841.293732,4819.426833,5052.783886,4925.317249,3762.063928,4257.419993,4199.032627,4593.541662,4982.092934,4484.278091,4141.331308,4111.949051,4396.660665,3657.355602,5323.650064,4893.490574,4252.646235,4115.443475,4863.833365,4542.094781,4057.323625,5698.464706,5848.343783,3870.239011,5410.926446,4917.697632,5063.904126,3281.958257,3389.229263,5571.187037,3752.665719,4583.462119,3380.366104,4724.007832,5913.702309,5208.166664,4400.142043,4895.469845,3968.784449,3523.669962,3829.817228,3604.684452,3589.307036,3128.997443,3054.300247,2909.574711,3439.294986,2591.572881,3792.344262,3474.730205,4005.386998,3526.595384,2836.481095,2714.429038,3482.45603,2732.672684,2609.83716,2041.139388,1818.996976,3409.36211,3554.662431,2925.213667,3456.244349,1860.275517,3170.764892,2372.762104,2825.0,2521.036493,2972.057368,1901.80835,1704.039319,2543.250872,3939.067148,4297.819214,2889.204043,4297.819214,3878.627335,3604.424365,3395.677399,3767.79113,2750.227263,3678.059951,3215.878574,4175.523919,3068.692718,3767.625247,3593.918474,3137.773892,2193.456177,3879.271839,1997.811302,2779.388422,2334.25577,2942.469201,2872.825264,2816.247503,2334.791211,2581.302966,3632.320195,3217.432983,2548.038461,4357.536575,4862.226856,4425.353093,5364.99068,4433.818896,2791.393021,3296.399551,3960.192546
TRN,8086.446995,6908.011653,6992.227828,6852.143825,6399.5117,6220.781703,7003.704377,6622.782648,6149.136118,6311.645982,6757.588327,6216.510275,5873.510449,5986.965007,5860.567379,5979.182636,5807.161527,5728.546936,5673.953648,5541.829572,5242.733066,6327.420485,5657.903764,7010.616949,6392.671585,7105.54361,7162.140043,7030.691644,7018.413282,5910.372239,6620.092522,5668.829244,5476.655001,4907.774445,5950.315118,5460.368577,5266.046904,5257.078561,8751.964065,8143.478986,6959.43604,6190.617901,6191.829294,5446.615922,4248.970464,4470.738194,3534.473087,4120.300353,4276.315587,5051.546793,4898.532944,4389.262467,4062.634613,4860.041152,3983.403068,3764.721105,4531.96977,4066.325122,4696.674355,4091.836385,6152.743291,5703.617273,4542.713947,4560.290561,4269.879975,4027.638886,3256.33997,5447.132273,5503.351252,4884.541944,5774.512966,5148.422088,5331.334261,4585.098145,4603.123939,4480.094865,4246.763474,4283.325227,3589.742331,4593.541662,4051.542916,4609.840019,4653.359002,4838.452749,4952.840094,4650.336009,4281.062952,3565.634586,2984.438808,3928.422075,3689.427462,2714.429038,2416.867808,2892.014869,2633.676138,3073.678578,3680.098504,3569.838932,3245.285041,4132.644432,4067.938667,3544.802533,3221.606742,4357.895134,3891.416837,3735.890122,4417.083314,4393.8878,3240.852511,3597.308021,3086.563623,3981.284341,4066.7862,3297.157867,3166.326736,3225.387574,3844.557842,3055.936845,4247.204963,4011.078409,4045.058714,3788.38686,3546.389009,2720.408977,2472.220662,4382.350967,4309.654859,2044.810505,3970.280217,3366.934808,3471.04091,1491.224329,1785.182064,4020.960706,2016.184515,2820.128543,1999.218597,3102.216949,4380.282525,3432.564639,2925.534139,3049.692607,4680.67837,4420.265829,5011.985634,4100.762124,2251.249653,1722.09901,2297.008925,2453.696191,3821.158201,3026.342677,3432.473598,3551.936092,3957.666611,3245.285041,3083.119362,1908.6972,2247.220505,2297.825059,1038.628904,1388.794441,2332.648709,2675.11682,2625.0,2843.743132,1908.04219,2268.397011,1198.436481,1458.595215,2521.036493,725.0,2261.222015,884.2369592,1791.996094,1353.929466,3589.394099,3437.113615,3229.551052,4292.871999,3545.59586,2950.741432,2369.730997,3237.089742,2417.901983,3087.57591,2943.955672,3711.131903,2209.496549,3901.602235,3617.837752,2797.431858,2295.375786,3085.652281,2381.963476,2724.426545,2604.083332,3089.194879,2903.123318,3264.774112,1450.43097,3546.56524,4603.395486,4384.275881,3274.904579,4814.366521,5208.526663,4694.810965,4615.530847,3739.150973,3625.17241,3672.022603,3911.920884
V,9012.872738,7687.855683,7706.571871,8001.913834,7300.342458,6828.478967,8056.092415,7446.223875,6660.189562,7513.695828,8051.319768,7528.529073,6651.174708,6897.282073,6939.29031,6492.832587,5892.845238,6173.835923,5885.257004,5778.462166,5163.574343,6907.87594,6227.409172,7815.529413,7336.807889,8202.667249,8072.871236,8070.044919,8265.175437,7318.896775,7959.153535,5570.177286,5412.485566,4848.324453,6375.245093,6407.66143,6465.485287,6170.950089,9901.294107,9184.83805,8189.398635,7307.61589,7213.269023,6997.633529,5885.469395,6132.189658,5142.591759,5784.948142,5740.263496,5663.534674,5587.31823,5345.383522,4829.20801,5987.173791,4805.075442,4484.76588,4746.709387,4600.135868,5013.107819,5093.807515,7469.688749,7179.919916,6104.404148,5958.712109,5771.102581,5620.998577,4812.613635,6610.692097,6858.799093,6400.683557,7288.947112,5953.675335,6364.206549,5675.110131,5434.26628,6056.814344,5738.357779,5863.499382,5169.743707,5893.375518,5421.830872,6087.025135,6212.38682,5913.38524,6331.419667,5465.859951,5558.664408,4676.136226,4215.521913,5094.482309,4779.44819,3825.653539,3524.024688,3967.839462,3436.931771,4125.37877,4443.323643,4471.437129,4169.907073,4957.696037,4748.749835,4421.60887,4050.154318,5311.897025,4938.306896,4879.357027,5256.008467,5190.375709,3949.762651,4437.693658,4225.295848,4757.953867,5062.484568,4458.559184,4189.346608,4202.45464,4636.876643,3859.889895,5436.795931,5071.61217,4550.961437,4396.660665,4783.892244,4258.007163,3905.844979,5605.243081,5705.863213,3598.958183,5268.479382,4744.865646,4908.856792,3061.453903,3255.092165,5407.11337,3562.828932,4358.683861,3297.82125,4609.229871,5800.26939,4971.544026,4368.209015,4669.783186,4523.825815,4072.775466,4442.549943,4078.296213,3580.240914,3077.641142,3189.827582,3143.346147,3914.396505,3046.514402,4090.308668,3855.677632,4393.24766,3826.306966,3206.341373,2832.070797,3507.313787,2907.963205,2466.779277,2125.735167,2234.110561,3523.669962,3512.922572,3176.967894,3178.148046,2106.685786,2883.140649,2222.329859,2972.057368,2261.222015,2975.0,1813.318781,1798.263051,2461.071921,4025.698697,4274.780696,2911.400007,4272.733317,3819.849473,3516.123576,3140.163212,3532.88126,2493.742168,3287.95149,3070.932269,3914.236835,2671.72697,3730.449035,3416.321121,3039.4284,2100.297598,3572.464136,2007.797301,2875.108694,2452.804517,3030.985813,3054.197931,2739.297355,1932.938178,3071.339284,4122.499242,3563.793625,2772.859535,4775.523532,5184.110338,4630.469739,5405.726131,4516.220765,3144.936406,3578.931405,4149.924698
